User Query,Intent,Locations,Dates,Recommendation
"User is looking for flight booking in Mumbai, Kolkata.",flight_booking,"Mumbai, Kolkata",2024-07-24,No specific recommendation for this route.
"User is looking for flight booking in Hyderabad, Kolkata.",flight_booking,"Hyderabad, Kolkata",2024-11-12,No specific recommendation for this route.
"User is looking for flight booking in Delhi, Bangalore.",flight_booking,"Delhi, Bangalore",2024-11-18,No specific recommendation for this route.
"User is looking for hotel booking in Chennai, Pune.",hotel_booking,"Chennai, Pune",2024-04-01,No specific recommendation for this route.
"User is looking for travel advisory in Hyderabad, Jaipur.",travel_advisory,"Hyderabad, Jaipur",2024-11-16,No specific recommendation for this route.
"User is looking for car rental in Kolkata, Delhi.",car_rental,"Kolkata, Delhi",2024-10-02,No specific recommendation for this route.
"User is looking for travel advisory in Mumbai, Kolkata.",travel_advisory,"Mumbai, Kolkata",2024-07-27,No specific recommendation for this route.
"User is looking for car rental in Delhi, Delhi.",car_rental,"Delhi, Delhi",2024-11-16,No specific recommendation for this route.
"User is looking for travel advisory in Mumbai, Mumbai.",travel_advisory,"Mumbai, Mumbai",2024-11-12,No specific recommendation for this route.
"User is looking for flight booking in Kolkata, Chennai.",flight_booking,"Kolkata, Chennai",2024-02-14,No specific recommendation for this route.
"User is looking for hotel booking in Mumbai, Bangalore.",hotel_booking,"Mumbai, Bangalore",2024-11-26,No specific recommendation for this route.
"User is looking for car rental in Delhi, Bangalore.",car_rental,"Delhi, Bangalore",2024-01-11,No specific recommendation for this route.
"User is looking for travel advisory in Mumbai, Pune.",travel_advisory,"Mumbai, Pune",2024-03-11,No specific recommendation for this route.
"User is looking for travel advisory in Mumbai, Mumbai.",travel_advisory,"Mumbai, Mumbai",2024-12-13,No specific recommendation for this route.
"User is looking for car rental in Hyderabad, Bangalore.",car_rental,"Hyderabad, Bangalore",2024-02-03,No specific recommendation for this route.
"User is looking for hotel booking in Chennai, Kolkata.",hotel_booking,"Chennai, Kolkata",2024-08-20,No specific recommendation for this route.
"User is looking for flight booking in Chennai, Hyderabad.",flight_booking,"Chennai, Hyderabad",2024-09-03,No specific recommendation for this route.
"User is looking for flight booking in Delhi, Hyderabad.",flight_booking,"Delhi, Hyderabad",2024-10-10,No specific recommendation for this route.
"User is looking for travel advisory in Jaipur, Mumbai.",travel_advisory,"Jaipur, Mumbai",2024-04-06,No specific recommendation for this route.
"User is looking for hotel booking in Bangalore, Bangalore.",hotel_booking,"Bangalore, Bangalore",2024-11-28,No specific recommendation for this route.
"User is looking for travel advisory in Mumbai, Hyderabad.",travel_advisory,"Mumbai, Hyderabad",2024-05-01,No specific recommendation for this route.
"User is looking for flight booking in Hyderabad, Bangalore.",flight_booking,"Hyderabad, Bangalore",2024-04-12,No specific recommendation for this route.
"User is looking for car rental in Chennai, Kolkata.",car_rental,"Chennai, Kolkata",2024-03-06,No specific recommendation for this route.
"User is looking for travel advisory in Delhi, Hyderabad.",travel_advisory,"Delhi, Hyderabad",2024-01-26,No specific recommendation for this route.
"User is looking for flight booking in Kolkata, Kolkata.",flight_booking,"Kolkata, Kolkata",2024-06-07,No specific recommendation for this route.
"User is looking for car rental in Pune, Kolkata.",car_rental,"Pune, Kolkata",2024-01-12,No specific recommendation for this route.
"User is looking for hotel booking in Mumbai, Pune.",hotel_booking,"Mumbai, Pune",2024-08-17,No specific recommendation for this route.
"User is looking for travel advisory in Jaipur, Hyderabad.",travel_advisory,"Jaipur, Hyderabad",2024-01-25,No specific recommendation for this route.
"User is looking for travel advisory in Mumbai, Jaipur.",travel_advisory,"Mumbai, Jaipur",2024-06-28,No specific recommendation for this route.
"User is looking for travel advisory in Chennai, Mumbai.",travel_advisory,"Chennai, Mumbai",2024-03-09,No specific recommendation for this route.
"User is looking for car rental in Pune, Jaipur.",car_rental,"Pune, Jaipur",2024-09-13,No specific recommendation for this route.
"User is looking for flight booking in Mumbai, Kolkata.",flight_booking,"Mumbai, Kolkata",2024-07-28,No specific recommendation for this route.
"User is looking for car rental in Chennai, Bangalore.",car_rental,"Chennai, Bangalore",2024-07-19,No specific recommendation for this route.
"User is looking for travel advisory in Kolkata, Mumbai.",travel_advisory,"Kolkata, Mumbai",2024-05-04,No specific recommendation for this route.
"User is looking for travel advisory in Chennai, Pune.",travel_advisory,"Chennai, Pune",2024-08-23,No specific recommendation for this route.
"User is looking for car rental in Bangalore, Chennai.",car_rental,"Bangalore, Chennai",2024-05-05,No specific recommendation for this route.
"User is looking for flight booking in Chennai, Pune.",flight_booking,"Chennai, Pune",2024-06-21,No specific recommendation for this route.
"User is looking for car rental in Mumbai, Chennai.",car_rental,"Mumbai, Chennai",2024-01-08,No specific recommendation for this route.
"User is looking for travel advisory in Chennai, Mumbai.",travel_advisory,"Chennai, Mumbai",2024-05-08,No specific recommendation for this route.
"User is looking for car rental in Delhi, Hyderabad.",car_rental,"Delhi, Hyderabad",2024-02-23,No specific recommendation for this route.
"User is looking for flight booking in Hyderabad, Chennai.",flight_booking,"Hyderabad, Chennai",2024-01-02,No specific recommendation for this route.
"User is looking for hotel booking in Jaipur, Hyderabad.",hotel_booking,"Jaipur, Hyderabad",2024-06-21,No specific recommendation for this route.
"User is looking for car rental in Chennai, Hyderabad.",car_rental,"Chennai, Hyderabad",2024-06-02,No specific recommendation for this route.
"User is looking for travel advisory in Delhi, Mumbai.",travel_advisory,"Delhi, Mumbai",2024-06-24,Weather advisories suggest carrying umbrellas for monsoons in Delhi and Mumbai. Enjoy a cultural tour of Delhi or the Bollywood vibe of Mumbai.
"User is looking for travel advisory in Jaipur, Jaipur.",travel_advisory,"Jaipur, Jaipur",2024-04-02,No specific recommendation for this route.
"User is looking for car rental in Mumbai, Bangalore.",car_rental,"Mumbai, Bangalore",2024-02-15,No specific recommendation for this route.
"User is looking for hotel booking in Kolkata, Bangalore.",hotel_booking,"Kolkata, Bangalore",2024-08-07,No specific recommendation for this route.
"User is looking for hotel booking in Mumbai, Chennai.",hotel_booking,"Mumbai, Chennai",2024-01-14,No specific recommendation for this route.
"User is looking for travel advisory in Mumbai, Hyderabad.",travel_advisory,"Mumbai, Hyderabad",2024-01-23,No specific recommendation for this route.
"User is looking for car rental in Hyderabad, Delhi.",car_rental,"Hyderabad, Delhi",2024-05-23,No specific recommendation for this route.
"User is looking for travel advisory in Delhi, Delhi.",travel_advisory,"Delhi, Delhi",2024-06-06,No specific recommendation for this route.
"User is looking for hotel booking in Delhi, Bangalore.",hotel_booking,"Delhi, Bangalore",2024-10-28,No specific recommendation for this route.
"User is looking for flight booking in Kolkata, Delhi.",flight_booking,"Kolkata, Delhi",2024-06-12,No specific recommendation for this route.
"User is looking for hotel booking in Bangalore, Kolkata.",hotel_booking,"Bangalore, Kolkata",2024-06-26,No specific recommendation for this route.
"User is looking for car rental in Delhi, Hyderabad.",car_rental,"Delhi, Hyderabad",2024-09-26,No specific recommendation for this route.
"User is looking for car rental in Delhi, Chennai.",car_rental,"Delhi, Chennai",2024-09-27,No specific recommendation for this route.
"User is looking for hotel booking in Bangalore, Delhi.",hotel_booking,"Bangalore, Delhi",2024-03-05,No specific recommendation for this route.
"User is looking for travel advisory in Pune, Bangalore.",travel_advisory,"Pune, Bangalore",2024-08-17,No specific recommendation for this route.
"User is looking for car rental in Bangalore, Jaipur.",car_rental,"Bangalore, Jaipur",2024-07-23,No specific recommendation for this route.
"User is looking for car rental in Pune, Bangalore.",car_rental,"Pune, Bangalore",2024-05-09,No specific recommendation for this route.
"User is looking for car rental in Hyderabad, Chennai.",car_rental,"Hyderabad, Chennai",2024-03-28,No specific recommendation for this route.
"User is looking for hotel booking in Kolkata, Delhi.",hotel_booking,"Kolkata, Delhi",2024-05-27,No specific recommendation for this route.
"User is looking for flight booking in Chennai, Jaipur.",flight_booking,"Chennai, Jaipur",2024-08-04,No specific recommendation for this route.
"User is looking for travel advisory in Chennai, Pune.",travel_advisory,"Chennai, Pune",2024-05-04,No specific recommendation for this route.
"User is looking for flight booking in Chennai, Bangalore.",flight_booking,"Chennai, Bangalore",2024-05-05,No specific recommendation for this route.
"User is looking for car rental in Jaipur, Mumbai.",car_rental,"Jaipur, Mumbai",2024-02-19,No specific recommendation for this route.
"User is looking for hotel booking in Pune, Jaipur.",hotel_booking,"Pune, Jaipur",2024-08-24,No specific recommendation for this route.
"User is looking for travel advisory in Delhi, Delhi.",travel_advisory,"Delhi, Delhi",2024-10-27,No specific recommendation for this route.
"User is looking for travel advisory in Delhi, Mumbai.",travel_advisory,"Delhi, Mumbai",2024-10-09,Weather advisories suggest carrying umbrellas for monsoons in Delhi and Mumbai. Enjoy a cultural tour of Delhi or the Bollywood vibe of Mumbai.
"User is looking for car rental in Delhi, Chennai.",car_rental,"Delhi, Chennai",2024-06-03,No specific recommendation for this route.
"User is looking for hotel booking in Pune, Pune.",hotel_booking,"Pune, Pune",2024-04-14,No specific recommendation for this route.
"User is looking for flight booking in Bangalore, Delhi.",flight_booking,"Bangalore, Delhi",2024-04-15,No specific recommendation for this route.
"User is looking for car rental in Pune, Chennai.",car_rental,"Pune, Chennai",2024-02-05,No specific recommendation for this route.
"User is looking for hotel booking in Chennai, Delhi.",hotel_booking,"Chennai, Delhi",2024-07-19,No specific recommendation for this route.
"User is looking for flight booking in Pune, Kolkata.",flight_booking,"Pune, Kolkata",2024-08-14,No specific recommendation for this route.
"User is looking for flight booking in Delhi, Hyderabad.",flight_booking,"Delhi, Hyderabad",2024-07-15,No specific recommendation for this route.
"User is looking for flight booking in Chennai, Mumbai.",flight_booking,"Chennai, Mumbai",2024-07-04,No specific recommendation for this route.
"User is looking for travel advisory in Jaipur, Jaipur.",travel_advisory,"Jaipur, Jaipur",2024-02-08,No specific recommendation for this route.
"User is looking for flight booking in Mumbai, Kolkata.",flight_booking,"Mumbai, Kolkata",2024-03-10,No specific recommendation for this route.
"User is looking for car rental in Jaipur, Pune.",car_rental,"Jaipur, Pune",2024-12-25,No specific recommendation for this route.
"User is looking for flight booking in Pune, Jaipur.",flight_booking,"Pune, Jaipur",2024-08-15,No specific recommendation for this route.
"User is looking for flight booking in Jaipur, Pune.",flight_booking,"Jaipur, Pune",2024-08-19,No specific recommendation for this route.
"User is looking for flight booking in Delhi, Pune.",flight_booking,"Delhi, Pune",2024-10-17,No specific recommendation for this route.
"User is looking for car rental in Bangalore, Hyderabad.",car_rental,"Bangalore, Hyderabad",2024-02-22,No specific recommendation for this route.
"User is looking for hotel booking in Delhi, Chennai.",hotel_booking,"Delhi, Chennai",2024-04-17,No specific recommendation for this route.
"User is looking for flight booking in Kolkata, Mumbai.",flight_booking,"Kolkata, Mumbai",2024-08-08,No specific recommendation for this route.
